target,theta,thetad,tau,dm,da,db
1.075287806051153705e+00,5.246911433846720429e-01,7.475342534267847006e-01,-1.084028401154722054e+01,1.236729019048360412e+00,1.072507340892790539e+00,1.118083548378258296e+00
6.276350811842792976e-02,1.079564949600079204e+00,4.913511175487380034e-01,-3.109499269667679755e+00,1.785369217970740552e+00,6.962457343022263601e-01,1.246457621438319840e+00
1.025333561078639599e+00,4.925928377178336870e-01,1.944543594641443551e-01,-2.080396676179145921e+00,1.322489441384335551e+00,1.380617771545657568e+00,1.295574092872768590e+00
4.701749813490300189e-01,-3.319122646847882940e-02,-1.587932309505602213e-01,2.780471206237923099e+00,1.301196111269208755e+00,1.387483410546614282e+00,9.428490944230661919e-01
1.320717152818644768e+00,2.277457616877733848e-01,-2.954386449670596826e-01,2.388834795572192249e+01,1.485685188761006303e+00,1.631278527791899080e+00,1.313472581906609316e+00
3.648548045524209194e-01,1.577722398936576287e-01,5.458126549364683555e-01,-1.128132154180001301e+01,1.193460587050971800e+00,1.112011388152212676e+00,1.455179004719917790e+00
2.005572726837958064e-01,3.933617346529323378e-01,-8.099305375494196824e-01,2.070747511987645506e+00,1.346908253132314881e+00,1.579309027725198433e+00,9.241274393145655353e-01
5.188572173819023803e-01,1.010967930457097319e-01,-7.847349935749662331e-01,-1.279516181554086351e+01,1.374436208500968037e+00,1.463147473143421307e+00,1.455659885697783151e+00
-5.532865279263641384e-02,1.301313205796355843e-01,-1.189703837922075486e-01,1.086716236462802065e+01,1.428664492888500170e+00,1.144778549818232127e+00,1.884319679994894026e+00
-3.339681807490013643e-01,4.010868297233398105e-01,4.763802421917399665e-01,2.752134249366526841e+00,7.618999733487088477e-01,1.341981475011501557e+00,1.452884957727803572e+00
1.024695038763699051e+00,4.837374983655031713e-01,3.880742106598771279e-01,-4.050144048937163177e-01,1.401153854263375464e+00,1.061821237110242455e+00,1.148065656075898389e+00
3.916222860952943141e-01,1.451536742798415491e-01,-4.574484062512699789e-01,1.173530360220624402e+00,1.487783821360991743e+00,8.114569323111687771e-01,1.688229309750792551e+00
-1.041165511822500778e-01,9.089575152653684986e-01,-1.581750897993742799e-01,1.272895154466714551e+01,1.721528867680098607e+00,1.578012255350966120e+00,1.086596724183836349e+00
-7.524168146046944505e-02,-9.403372547120485148e-02,5.065814003788725595e-01,-1.607333517074820506e+01,6.638185440950540306e-01,1.196567713624363982e+00,1.266302814370297680e+00
4.503122784329037231e-01,-2.733233818844475142e-03,-2.520135702212761841e-01,-6.149435157980724931e+00,1.002765608350583593e+00,1.622731759110255467e+00,1.223439989610572320e+00
-3.111263387261334334e-01,8.281812870054472420e-02,2.838156214045652881e-01,1.670508415770706634e+01,1.298257531039632706e+00,1.254155785270486767e+00,1.030933672607588170e+00
-7.568075789313483126e-02,-3.177055112475309778e-02,3.470955603352249841e-01,-1.575824200485327964e+01,1.612752842089918426e+00,1.316314990030151622e+00,1.390203231385315208e+00
3.426777828231080680e-01,1.504141559338343370e-01,7.791983304149363576e-01,1.208144127601911499e+01,1.307979019752829375e+00,1.098386101538108450e+00,1.511478194023442967e+00
4.179182380476584302e-03,1.108623123517260112e+00,-7.607608006841588555e-01,-1.105298237157642482e+01,1.250277569264195421e+00,1.655158014550216272e+00,1.093680976903325996e+00
2.027703419453425193e-01,-9.391911104589677484e-01,-7.217332374118941019e-01,-2.346595297941176739e+01,1.717495472848946436e+00,1.711252381663810773e+00,1.228708517784126153e+00
1.800773021976628807e-01,-1.830706591352154744e-02,4.963202839973258063e-01,-2.253579935484962160e+00,1.168303378823479122e+00,1.184596303705290232e+00,1.073191405886819938e+00
3.567546410648479438e-01,1.120297958223618107e+00,-3.490542238094174743e-01,-1.009518389815274420e+00,1.392932311831474257e+00,1.457628560364516268e+00,1.434569083001147272e+00
7.619813894923789521e-02,-4.498525605816254824e-01,8.663451875361261045e-01,6.047060030962455812e+00,1.616476753594424665e+00,1.661600526211031825e+00,1.318892116933427117e+00
1.063656842220752630e+00,-6.161666289759620829e-01,-2.166504642149439108e-01,-1.407696213207702840e+01,9.228405918168517408e-01,1.438114355570684788e+00,8.655027099825209902e-01
2.900309191654953933e-01,6.422123692112661208e-01,1.383152403258457730e-01,3.324199077752332698e+00,1.483753223827177115e+00,8.509768846302298018e-01,1.739401597175182390e+00
2.225111970906209491e-01,8.374420769716116597e-01,-7.476295210240979650e-02,7.503368764183381501e+00,1.977094129598418348e+00,1.280137872791859976e+00,1.610846090969523914e+00
8.874991461763512834e-01,1.597186665176101528e+00,-1.661184421404486855e-01,-1.091490479316592399e+01,7.895160726800790618e-01,6.001266852837719989e-01,1.868931929438288897e+00
5.203245161858224832e-02,9.265815819857344815e-01,8.835287321689629103e-02,1.264669217564282455e+01,1.341680129742598426e+00,1.619832725834063680e+00,1.538429117281336467e+00
-6.017457664531686290e-02,-1.454875810459138608e-01,6.995279740591503481e-01,1.341888897037488526e+01,1.172256055884706827e+00,1.078548819791081304e+00,1.555795392279503586e+00
6.203244574101764996e-01,-3.220291561282891402e-01,1.071412005507351717e+00,-9.046041392778088053e+00,1.205691889808803152e+00,1.331875971723700092e+00,7.092587025448593430e-01
1.779417596785471123e-01,4.038354561768595641e-01,-1.095581377566105630e+00,-1.917802538818620306e+01,1.691738447646969012e+00,1.319232701035915278e+00,1.499283448967450250e+00
1.095343941765005269e+00,-5.068715467136403197e-01,3.687585365064089404e-01,2.911754694437425428e+01,1.604916649751745084e+00,7.613135383815535784e-01,1.666902533442913503e+00
3.825722144323653179e-02,1.298994533276303320e+00,1.189412531791348870e+00,9.655358976546798644e+00,1.185506928997285492e+00,1.594036145053787434e+00,1.293680067727952077e+00
-3.127028719525138389e-01,6.978304931044934101e-01,-6.261669889011648449e-01,-4.431507327891266890e+00,1.347802341470684562e+00,1.255122219475104606e+00,1.001667072840286110e+00
-7.633870815778643903e-01,2.487551767569229633e-01,-1.378604054320971273e-01,-3.019673736922177554e+01,7.205262838976534967e-01,6.899232249391037408e-01,8.542897671875993026e-01
5.702834827266427542e-01,1.157203861580735210e-01,-1.887745326259823442e-01,1.289709905410567181e+00,1.147223972329222574e+00,1.278151110711902350e+00,1.360518120088270555e+00
5.620018709453097339e-01,9.310875185102469587e-01,-5.561806986268975628e-01,-4.433261071865183034e+00,1.221002088398474017e+00,1.164674667213881243e+00,1.613971899844189650e+00
6.025287629232360942e-01,3.039386639611298957e-01,3.613243426671213787e-01,1.127822411323099949e+01,1.046302715292345864e+00,1.107894234600889982e+00,1.069641401903272060e+00
-1.560444718631006922e-01,-4.568848735180843640e-02,-1.061469512727936104e-01,-9.996015221366734593e+00,1.199133911421807364e+00,1.186166273588079800e+00,7.697556947728356747e-01
-4.013808103388700754e-01,5.959410509322242699e-01,-8.234120368469755036e-01,4.784695116706914497e+00,1.310368902367393007e+00,1.064080051112373804e+00,1.423254837875202350e+00
6.747007840910500542e-01,3.372867296276307880e-01,-1.757122730204017935e-01,-3.142065544541938493e+01,1.483777395935901078e+00,1.029608906718773476e+00,9.511539682052783107e-01
3.884313191991375924e-01,1.141807492827174642e+00,2.686921831119439830e-01,4.198098098855319371e+00,1.403798753801406507e+00,1.132647433405495230e+00,1.432665295614555134e+00
2.042121297989696049e-01,-5.210505702191055022e-01,7.917247182228800417e-01,2.125391286758971887e+01,1.116812342691355875e+00,7.304848534467166532e-01,9.658318896759389149e-01
4.056489582866691646e-02,1.354092837888712042e+00,1.398665762543880087e+00,2.304910477245028844e+01,9.914101663242226303e-01,1.257384440297544259e+00,1.375906050099666045e+00
8.147675809403476244e-01,-9.322025129247903941e-01,-5.063147493970149293e-01,-4.292809088000762330e+00,1.096931278485720140e+00,1.532238730768039625e+00,1.498783328723446218e+00
1.709208840434375820e-01,2.255979289610967609e-01,2.595594403631847416e-02,8.320473710092276320e+00,8.688180574119849231e-01,1.330745784194859338e+00,1.346716766567482848e+00
3.526406048403189497e-01,1.273236661056337038e+00,3.120748458173911444e-01,2.839631071000651374e+01,1.636176916961240346e+00,8.352964152367808870e-01,1.259226203076881490e+00
-1.832663448956646512e-01,4.510667701793734108e-01,6.202884911043250460e-01,1.646040793996349194e+01,1.279694668079867981e+00,1.209771871767583162e+00,1.074816661629252712e+00
5.003581461502292216e-01,-1.857184502813205018e-01,1.098075055599252864e-01,2.399091549135303936e+01,1.260907394653950853e+00,1.040635206970816018e+00,1.607217387786966656e+00
-5.407380780326740410e-01,3.977866934823437450e-01,-1.390707067572457822e-01,-3.306544595941096620e+00,1.479407235414014865e+00,1.131968900343846895e+00,8.109377426890832519e-01
7.821659441298827176e-01,-1.646002026860401701e-01,6.311308256010174089e-01,2.309412588238173569e+01,1.376927567935544161e+00,9.026567997988174108e-01,1.715568575381256622e+00
-1.413863827960115394e-01,2.224660709207325338e-01,5.405536215329083127e-01,1.257247634104342815e+01,1.284920800200899160e+00,1.413688899816661459e+00,1.377171219513981137e+00
-2.084844646670389323e-01,7.039775070340843766e-02,5.930752059006708654e-01,-2.267224916374059163e+01,1.713293988171102677e+00,1.638065715827265789e+00,1.323855167389049958e+00
1.326827124066562558e+00,5.417245718778844754e-01,3.401214600828084689e-01,7.894640313967386192e+00,1.523821170844056772e+00,1.512157595164806301e+00,8.839612522761930435e-01
-9.035941662202207070e-02,1.580083570832295781e-01,6.764876325989813144e-02,-6.515023588121855447e+00,1.596646881386308392e+00,1.867634986229949723e+00,1.613745121460269383e+00
1.405131688863041906e-01,2.858438229247297624e-01,7.917761080480647529e-01,-1.724956420764184273e+01,9.851794112302695305e-01,1.111574024038007868e+00,1.786334401609452671e+00
2.316956941687260130e-01,2.835377605412423008e-02,1.060686337848766730e-01,-2.134749528554728215e+00,1.148866162257058399e+00,1.659539097987301481e+00,9.705071156067920368e-01
2.918042401222690693e-02,1.199141473912460176e+00,1.804895463241150966e-01,1.696416578939689757e+01,1.004283085884307702e+00,1.444792887146015836e+00,1.109984716792769666e+00
-7.133010585727668218e-01,-5.120435964774255888e-02,7.513100706108765126e-01,2.791167872467944733e+01,1.339702952400811276e+00,3.974857973941976486e-01,7.534882745678697091e-01
-4.596661489895274011e-01,-3.376974430842780150e-02,8.327171451781497646e-01,2.905014167719554052e+01,9.048021794527779660e-01,1.522168485620960965e+00,1.410878899108723772e+00
3.696800864485780269e-01,7.122118047770490401e-01,8.429587341133269740e-02,3.064486928806043764e+01,1.357547956893372598e+00,1.235746364000875674e+00,1.107762156782766683e+00
2.009360942998423549e-01,-8.906609285964635359e-02,1.843765890384203576e-01,6.448865285653465840e+00,8.948527422223042649e-01,1.004483967932143562e+00,7.703495951519198082e-01
1.303117050061665116e+00,5.948797834044791122e-01,-2.087935465558238557e-01,-5.874192851432556317e+00,1.676029680307011382e+00,1.310407575941803016e+00,1.426255982288050950e+00
5.388249139793178655e-01,1.037104898355454830e-01,-3.571899119394168487e-01,9.785596215870929981e+00,1.760553110490556961e+00,1.659580131930386671e+00,9.168572805122545688e-01
-5.587987785788006700e-02,6.552746574291755666e-01,1.342124445759149909e+00,8.264883022865447515e+00,1.221397797258218842e+00,9.407125785167816945e-01,1.364280362008532421e+00
4.437227244490986600e-01,4.994457009068355990e-01,9.851384894139921800e-01,-2.383075710230104605e+01,1.431601128079766694e+00,1.137732437618449444e+00,9.411514776252559722e-01
8.204925156341635883e-01,3.290624064293442338e-03,-7.752541426252506085e-01,-1.189015340755136663e+01,1.402388036659542259e+00,1.156810916555081059e+00,1.372869866346513534e+00
-5.721640919798557517e-02,3.120353562061841113e-01,-1.043706028579977518e+00,7.553377486697011811e+00,1.131812957864660518e+00,1.174499512525429390e+00,1.264055891187097602e+00
1.619481218802035771e-01,4.569737271403526147e-01,5.567051186546160269e-01,9.732330708094695026e+00,1.110076097403432493e+00,8.638704614102959978e-01,1.571963120791108892e+00
9.236810308304359562e-01,7.001491483045745312e-01,-6.587078846838038959e-02,1.528514016416599475e+01,1.033002678510529959e+00,1.457613231126916320e+00,1.488579519714275934e+00
-3.702316733957528028e-01,-2.909232028738557019e-01,-3.767143680111254694e-02,1.716491392426736340e+01,1.232326498732294828e+00,1.569697778403122301e+00,1.431857700431206082e+00
1.173270446447308435e-01,8.532619409442351310e-01,-5.234743008900585304e-01,2.251444346594724877e+01,1.631615934561449377e+00,8.290576068303820989e-01,1.045473582568882565e+00
5.008368690032191095e-01,7.547777087038576305e-01,5.167062028341725538e-02,-1.760509803678338514e+01,1.270880041667611593e+00,1.554725197119489977e+00,1.436608385961035239e+00
8.117557182616633726e-01,7.253126242531040546e-01,2.855125936216426630e-01,-6.067294072243506697e+00,9.814456349581924810e-01,9.839523171083047748e-01,1.720411692951753224e+00
6.443204190118008157e-01,6.218492999827734957e-01,4.624755244147806255e-01,-1.924630548434267396e+01,8.018458810058355368e-01,1.353051764721441508e+00,1.579260029818384758e+00
-4.009463440440230730e-01,6.153154684051809209e-03,2.800570880968162313e-01,1.673565564052972077e+00,8.550174450477739940e-01,1.067232431512828761e+00,6.987165233244576612e-01
7.744277260003507024e-01,7.490033579991653978e-01,6.257549610948730523e-01,-8.601853794342074977e+00,8.653975426356271816e-01,1.189569814159274985e+00,1.167873395738544540e+00
-2.898804430859410614e-02,7.383665289126378761e-01,-5.993005221160696561e-01,1.367722856874839721e+01,1.643748737133116977e+00,1.350810284908779524e+00,1.210048223523214839e+00
-2.126170965609826824e-01,1.470812957951068700e-01,-1.708221816204156251e-01,3.883442211336566174e+01,1.488862060203558935e+00,1.479930164600936848e+00,1.679905266820471255e+00
-3.239453240057141858e-01,-5.000072851968370147e-01,-2.321626156842669930e-01,9.632928672952500548e+00,1.000048747790587056e+00,1.708295584395330247e+00,1.545573548448404999e+00
1.175008331671559159e+00,-1.686028882261647321e-01,5.811638505495055895e-01,3.515155605573601605e+01,1.489898485166494702e+00,1.327177960675788304e+00,1.553162144050100224e+00
-1.029254412635200316e-01,2.110093548991643642e-01,-3.095458971091861744e-01,2.065505144600448872e+01,1.246020171469093052e+00,1.541558420022340448e+00,1.584509550228127894e+00
7.391822035040866989e-01,5.921671892276448856e-01,-3.338675832600179749e-01,2.575384253521320943e+01,9.006582340028939093e-01,1.476318147176491236e+00,9.830105329842332429e-01
-3.590620426094412454e-01,3.978702679007889986e-01,-1.204592955894122214e-01,2.802556398986645547e+01,1.566883308070870839e+00,1.064449361708329933e+00,1.333122600048886053e+00
-3.065306437451767452e-01,-2.735423843379410358e-01,-1.213183223598201660e-01,7.635420879237663883e+00,1.430274417570798873e+00,1.413768318334361007e+00,1.277733939381954009e+00
9.250881715439479569e-01,-1.186510474008626304e-01,4.168077984342906661e-01,-1.215511387219232553e+01,1.820152283993738296e+00,1.461652011810690821e+00,9.100816476616552242e-01
-2.425060648391796081e-01,5.258134574788195792e-01,3.258596951806989606e-01,-3.739257224440688532e+01,1.430124529665422140e+00,1.278483218558602585e+00,1.023165073915013101e+00
4.672175055036820179e-01,3.557163484353418892e-01,-2.446985198444681653e-02,-7.141695850983055927e+00,2.042867952714314317e+00,1.590853076845232694e+00,1.505931469790315669e+00
5.065295277139870711e-01,2.270939010335878694e-01,-1.744292492473030753e-01,-7.250890202566256271e+00,1.508479302756442264e+00,8.237625627415882112e-01,1.400697036504672477e+00
1.226869074973062412e+00,1.210946869429897488e+00,-3.336146952632228491e-01,-1.535715415853235477e+01,1.235091598110319211e+00,2.015645699947310909e+00,1.634478826561355680e+00
-1.883542292513651073e-01,8.522583533121793620e-01,8.720785433083036997e-01,-6.239671242791904326e+00,1.191661318209083165e+00,1.716905903861230875e+00,1.197218639046236488e+00
5.008706429687477257e-01,6.788709788815602275e-01,7.924448012883692494e-01,-1.763863707521559476e+01,1.662370763759016157e+00,1.021530331900516231e+00,1.839645280978334796e+00
-6.712037805983973593e-01,-2.460280377881195746e-01,-2.271357206987096866e-01,-9.759034458053298167e+00,1.254462185210548641e+00,1.111148034519671812e+00,1.245093844662212623e+00
-6.046839173290654568e-01,1.596843058781863001e-01,-9.450416413708914165e-01,-9.294196487315627309e+00,2.023586771856523026e+00,9.063587960367999186e-01,1.290505930514052269e+00
-1.643951233676028134e-01,4.840807015283958292e-01,1.047202889797384184e+00,1.644079432012902942e+01,1.037011660281558667e+00,1.531054106304064133e+00,1.088500163297911216e+00
1.085238699100425780e-01,-7.409738284443251333e-01,5.104584326226203617e-01,5.455137401983678025e+00,1.198695850747657943e+00,1.707402371293322618e+00,8.801118967480118238e-01
4.498628036706602829e-01,6.569554223428442086e-02,-1.379538189107398782e-01,-2.418283337241664555e+00,1.859834264457183695e+00,1.315280400911441827e+00,7.644011695514872917e-01
5.128014565484266818e-01,5.797047012553911971e-01,-6.830129979043340072e-01,-1.995190041756935484e+00,1.281803601287796246e+00,1.155367547484607238e+00,9.927568627732709095e-01
4.808829169829570982e-01,2.674625126771568162e-02,1.166315867101098247e+00,-2.347500721236124477e+01,1.661404075340852549e+00,1.425898318029165113e+00,1.102963035672434478e+00
4.346824308477499899e-01,-8.915736994154662698e-01,6.882466678186808240e-01,1.229007273926837307e+01,1.709442674202817480e+00,8.587813994096079595e-01,8.407181888120196511e-01
5.150072364297776373e-01,-1.571918574614084851e-01,-1.963541707220419763e-01,1.895730624162853983e+00,1.505522868067582287e+00,1.213292799186695747e+00,1.606850506548491042e+00
3.426667299050339399e-01,1.480790281955487453e-01,1.193008406822431283e-01,3.208332369478226198e+00,1.115542652486597675e+00,1.741676387309815555e+00,1.799802960728522194e+00
7.124230460086147243e-01,1.266966221014113714e+00,2.936385366337531666e-01,-1.342116086663672547e+01,9.812964372940889968e-01,1.230176488073992935e+00,1.541890704391024380e+00
8.746145842394184022e-01,-6.177783962162014531e-01,5.377696703817610446e-01,1.527326291551457160e+00,1.184617197743370598e+00,1.028320616714908597e+00,1.217307300612736176e+00
4.364375450773247955e-01,2.247080301782037604e-01,-3.757653738946822169e-02,-2.757562187142495702e+01,1.315235728402455173e+00,1.334248340629054397e+00,1.372968911874824949e+00
3.233789391350660458e-01,2.656377194024932553e-01,1.267024960354879715e-01,2.024828620355995312e+01,1.161807444761754793e+00,1.201885547568575241e+00,1.505293032125295527e+00
-3.815502229055521832e-01,6.470026944232759591e-01,9.891322240932313992e-02,2.462731156602582772e+01,1.739657424314275724e+00,1.213019097813702762e+00,1.523129677344692512e+00
4.709303985746374210e-01,1.388783106574312531e-01,-6.429891739572165532e-01,9.797845222225818773e+00,6.697319669368337891e-01,1.601209890767818500e+00,1.218792019326577547e+00
-6.424282971359165928e-02,-4.827465636312838204e-01,2.784462099908502908e-01,-4.965720056832403806e+00,1.128966908872659713e+00,1.887092862277766292e+00,9.715864232069488793e-01
3.323268895766893771e-01,6.422610278084140978e-01,-5.034739368983113250e-01,3.805223729005522415e+01,1.820111405187098130e+00,1.048608426618977907e+00,9.953627015321542260e-01
7.323147940718908178e-01,1.110329284924450377e+00,1.066443891976087688e+00,-1.457151307032813703e+00,1.288014745777781966e+00,1.484141370524560299e+00,9.492880914850171381e-01
2.004148533235059482e-01,-5.025146861358022882e-02,-1.162039721620765409e+00,-2.293726175896240616e+00,1.237018834582476856e+00,1.672099149108031924e+00,1.385278132159572850e+00
1.049517934751867276e+00,-1.114463271530639288e+00,-1.796284735877829719e-01,-1.042701978531520091e+01,1.546995678361581916e+00,1.260969147785347966e+00,1.425045267299984930e+00
5.305909758111484464e-01,6.903716658128272732e-01,3.420586770595472892e-01,-9.804284559812519007e+00,1.615428409863421289e+00,7.846773650710655579e-01,1.207169372447029376e+00
8.371464636541599003e-01,1.988612433072728114e-01,-2.013233209221696185e-01,1.371926513368085665e+01,1.213848094907967079e+00,1.207508108297246752e+00,1.584073544612700557e+00
1.038367285630134307e-01,6.734202245121586605e-01,-4.455961895711716969e-01,2.156783147594572725e+01,1.633281019978755966e+00,1.420581856539135268e+00,1.658630666323694269e+00
3.028389100407810619e-01,-2.968146848698129392e-01,1.032708049729778699e+00,-2.091337350967706854e+01,1.248376917356956994e+00,1.390494722977580144e+00,1.414242591538697580e+00
1.094417829906894069e+00,2.045156611913486258e-02,2.671512092760816581e-01,-9.392236881043041663e+00,1.359516331550360890e+00,1.282110517859827992e+00,1.175344343507950029e+00
5.711864076866411954e-01,5.962281520791251621e-01,-5.646873404259187268e-01,6.803403457220579043e+00,1.548507911311451268e+00,1.433479867552102105e+00,9.964812980750800131e-01
-2.997832359060912943e-01,8.647534150215414606e-01,1.258092577983927374e+00,-6.564332163996726699e+00,7.510920233562116133e-01,1.203018686098877188e+00,1.384475272698682202e+00
-3.449971298285833265e-01,-1.833429412566149564e-03,6.158476332994148317e-01,1.534588773561923425e+01,1.136828479835737093e+00,1.161285940224481728e+00,1.584891678876638288e+00
3.424319633183732781e-01,5.262134090502968986e-01,-3.104053176474496148e-02,3.914651043523918617e+01,1.169951633941374691e+00,1.428858346754254383e+00,1.355078828000376490e+00
1.414125837672823849e-01,1.421943001562770981e+00,8.722674523068064678e-01,-2.807794887280014962e+01,1.221469635025364653e+00,1.532218942715165788e+00,1.871652108963740124e+00
2.662981175424457003e-01,4.803557781180846642e-01,4.884595849635779523e-03,-7.795028342637237095e+00,8.546290051689693357e-01,1.570318403443565769e+00,1.121000697196375517e+00
-6.602134888936587176e-01,2.011823406352272858e+00,2.505011338699618673e-01,3.044845316985096062e+01,9.513037523129579398e-01,1.094952772426823540e+00,1.250520929110416235e+00
5.373420983151068475e-02,8.394775588940978084e-01,5.112318800135041696e-01,-4.579781224102810633e+00,1.661799027431821285e+00,6.661635175047547763e-01,1.273160528596467111e+00
-1.450017650733910306e-02,-6.360712047298001659e-01,9.968944935573512689e-01,-2.353368513941809326e+01,1.208366718645945470e+00,9.631655450808963570e-01,9.319951180871623997e-01
1.583037469492725169e-01,-1.215975323735217078e-01,-5.183356439070996302e-01,-1.745621377447002587e+01,1.493839084126384442e+00,1.642056066847579210e+00,8.992064091307198082e-01
2.923781296634984095e-01,5.107900948763723914e-01,1.026628155872663539e+00,4.175272782802270655e+00,1.625696957014195476e+00,1.051365723335475399e+00,1.390587956999894237e+00
-1.023174501238541395e-01,9.148875323173872864e-01,5.361834063550326990e-01,-1.130458349284447195e+01,1.106729763238029074e+00,1.507685784627891268e+00,1.397990058371572530e+00
4.285239786879199153e-01,1.001820560707453317e-01,-8.788886766800997341e-01,-2.693031156019478178e+00,8.580613905067006053e-01,1.385888683900971197e+00,1.367045270488270292e+00
1.309585896392712501e+00,-5.878551230951332141e-01,2.864789912645390735e-01,-1.678355877344536751e+01,2.033803219670719198e+00,1.351230125466857501e+00,1.101107475431818417e+00
5.843700813350163337e-01,5.008890343281399010e-02,1.745111687793599486e+00,-1.687210959096504226e+01,7.354018370624834100e-01,1.062035995063560279e+00,1.339453977558140885e+00
2.609507022549881761e-01,1.456141497606295576e-01,-5.697917415769070404e-01,-3.869141952820643215e+00,1.546479684783999220e+00,5.391964070847385937e-01,1.958429154834351538e+00
3.265654191848709198e-01,1.463771329175000302e+00,1.604347757967020949e-01,2.979461229905220421e+01,1.414051430084636962e+00,1.259015078615994376e+00,1.509340600740350702e+00
-5.049532018655500387e-02,1.954133978065581700e-01,3.334790127316158981e-01,1.117072758886249018e+00,1.412291451450329083e+00,1.810017039649603143e+00,1.511531759073099890e+00
-8.563233871474602577e-01,3.196577403096939052e-01,-3.292068519452599068e-02,9.754293511757405000e+00,1.811425825479569651e+00,1.410738034664219098e+00,1.193056646407349319e+00
9.630701330923523151e-02,6.098708776107846230e-01,3.334482570356125386e-01,1.722586007359455218e+00,1.925479695003817993e+00,1.381085572057406452e+00,1.388090077016257418e+00
-5.580015432347943394e-01,-6.992926797748694190e-02,-1.237359037880823687e+00,7.532210596792843660e+00,1.493322428668188095e+00,1.985052369648921511e+00,9.852603387421491332e-01
3.917396778585404138e-01,-5.967381243530744950e-02,-1.345434871052416215e+00,1.115199298348620438e+01,1.390081177586338645e+00,2.015229590930669890e+00,1.437139898919677750e+00
7.459967844564048267e-01,8.892646043018523905e-01,-4.756116594944111431e-01,1.403850772905796696e+01,9.560924866164812741e-01,1.621637049522366425e+00,1.195631251408030948e+00
4.038566988477029218e-01,2.561388985984614508e-01,-9.275386490097260461e-01,-3.072391877055735065e+01,1.318492823318242246e+00,1.085087872637665596e+00,1.616935155844148042e+00
1.002139007913470554e-02,-5.164302486075552506e-02,-7.787903655184334750e-02,1.739096749839086797e+00,1.845413855166376793e+00,1.176530594870303537e+00,1.615453107297637914e+00
2.079703439262916564e-01,-2.384876435262405225e-01,9.458067601719566397e-01,5.471375189931630523e+00,1.530731601781872842e+00,9.999376411004471388e-01,6.993958369464366998e-01
-5.093038517533357012e-01,-4.779060312486443363e-01,1.395197737533363957e+00,-1.809127665999634260e+01,1.501132040105304100e+00,7.040282821416643522e-01,1.401255435330883481e+00
6.057878970999533985e-01,-1.001339118016645637e-02,-5.666765836411558066e-02,3.787016314751654900e+00,1.791972270867259853e+00,1.156029641730601520e+00,1.639546331463269446e+00
5.306444134991896711e-01,5.580510277657937390e-01,7.758321494054333245e-01,-1.631512188679512576e+01,1.543458851392893072e+00,1.243219191259721912e+00,9.182073187533382752e-01
-1.829523586171930560e-01,1.137517016718685214e+00,7.997509831100709787e-01,1.652086140028035643e+01,1.652496372115154655e+00,1.471322886765203508e+00,1.686587047520350824e+00
8.268046548630483272e-01,3.264891364727089407e-01,-4.247438037646263792e-02,7.634040157039323482e+00,1.289667904173045221e+00,9.880975640368064861e-01,6.113117997675975301e-01
1.212800556995360601e+00,4.995258729141652254e-01,-2.908217768686746640e-01,2.157291881300363912e+01,1.620216098661084514e+00,9.848074626081259053e-01,1.116272690526658673e+00
1.554778404919925083e-02,-3.910672207436846626e-01,-5.311914118208468372e-01,-3.003941380403554362e+01,1.126504522656942342e+00,1.363151176849650703e+00,7.875913398203936433e-01
-1.040901762507111306e+00,7.338010829517389588e-01,2.211340712261319619e-01,-2.364023099862307831e+01,1.867699389762401019e+00,1.355950758090598507e+00,1.542904732822329983e+00
6.894674064653603107e-01,8.202784784357665115e-01,1.593440349641966070e-01,-2.784932544081565542e+00,1.485310288363779208e+00,1.479482494703879825e+00,1.759151807113785937e+00
1.005021822721124725e+00,5.690140606550166957e-01,-2.953458183340896270e-01,-9.047393893976559687e-01,1.449060868471428121e+00,1.363812935351099709e+00,1.127560763799375865e+00
1.527847666268565552e-01,6.923629678676056221e-02,1.254897901251306180e-02,-1.162006827732528969e+01,9.002383507221266568e-01,1.256485691033155883e+00,1.158231034608258936e+00
9.751217558041420652e-01,1.002487375273258374e+00,-2.228739666037602707e-01,3.164842564871513719e+00,1.247299809629946354e+00,1.682816318768435293e+00,1.625885722783293019e+00
-3.331153548395336395e-01,2.489466051742792452e-01,-1.185651818970164112e-01,-4.501319220772916019e+00,1.503447607022208699e+00,1.249009360285367576e+00,1.497720761062459660e+00
6.864037919166043888e-01,-4.965841667233859558e-01,-1.007788340530837878e+00,-8.093143864672811105e+00,2.047990078605187669e+00,1.610806764999509255e+00,8.583625838279842490e-01
3.669931349805121146e-01,1.075488363587895346e-02,6.891810020844020279e-01,-1.857635088775310805e+00,8.924950533458249069e-01,1.661846127189348765e+00,1.105880918061998175e+00
-2.642606605967228739e-01,4.647162374091247661e-01,-6.437833016728985447e-01,1.949474106370623261e+01,1.475348496111623220e+00,1.344540122959421824e+00,1.905702200021913706e+00
-9.066410306725969370e-02,-6.919456918732996842e-01,1.400475193609015401e-01,-6.375177206900322524e+00,1.384447647138455251e+00,7.265319760030909402e-01,7.584382908986039284e-01
-4.441896733522431862e-01,-7.322370868214308492e-01,1.879685201495328306e-01,7.500631701589618450e-01,1.192354049152432705e+00,1.494603738630991829e+00,1.753786840021170690e+00
1.022762491564648490e+00,-7.498649340340777236e-01,6.493424591191351292e-01,-2.714836331597298269e+01,1.338884239551593192e+00,1.377504946028495381e+00,9.370407040382922048e-01
